song_id,track_id,artist_name,title,kmeans_cluster,agg_cluster,dbscan_cluster,is_popular
SOPDHNR12AB017BDB9,TRAUFRR128F930B7CC,Eko Fresh feat. Capkekz,Das ist mein Viertel,2,1,0,0
SOAORIB12AC9072D42,TRAUFZP12903CF266F,Barbara Fairchild,The Other Side Of That Hill,1,0,0,0
SOJNRPI12AB018E779,TRAUFZY12903CD738A,Big Star,Watch The Sunrise [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],5,2,0,0
SOFPFTF12A8C14172C,TRAUGHD128F42A8B9B,TEN MADISON,Elementro,2,0,0,0
SOUGTLE12A8C14547F,TRAUGIS128F92EB03D,Moon Mullican,Kangaroo Blues,0,0,0,0
SOILNCG12A6D4F9D6C,TRAUGLQ128F1495E6D,Sergio Mendes,Tem Do de Mim (Live At El Matador_ San Francisco),1,0,0,0
SOXDBMM12A6D4F9C58,TRAUGLZ128F14AE500,Michael Card,Arise_ My Love (Song Of Solomon),0,3,0,0
SOHEWXI12AB018960E,TRAUGNY12903CFEFB5,Chroma Key,Salvation,2,2,0,1
SOQMROZ12AF729B758,TRAUGQI128F4295BD1,The Red Jumpsuit Apparatus,In Fate's Hands (Album Version),5,2,0,1
SOSUVLO12A8AE487E6,TRAUGRD128F425E997,Anna Abreu,Shame,1,2,0,1
SOCRSPK12A8C142FF8,TRAUGRP128F92D84A5,Mykill Miers,Listen,4,1,0,0
SODUSRP12A6D4FA762,TRAUGTI128F4273726,Rachael Starr,Till There Was You (John Creamer & Stephane K Remix),3,4,0,1
SOCBUSG12AB0180568,TRAUGTX128F92DCEFD,Lonnie Brooks,Two Guitars Shuffle (take 1),4,1,0,1
SOBHYLB12A8C1424C4,TRAUGVF128F92EFCF8,Don Gibson,I Love No One But You,1,5,0,0
SOCYTTZ12A8C1316EC,TRAUGWE128F42670DB,Stanley Clarke,What If I Forget The Champagne,4,1,0,0
SOFUNWZ12AB01831A9,TRAUGWY12903C9D7BE,Hélio Ziskind,A história do incêndio do jequitibá de Carangola (Part 1),0,3,0,0
SOWDGVW12A8C13B9B7,TRAUGYG128F428A174,Rancid,Meteor Of War (Album Version),5,2,0,0
SOZNTWU12A8C1453CF,TRAUHJH128F92CA20E,Joe Turner,Nobody In Mind,2,0,0,0
SONYDNP12AB0186DCE,TRAUHOO12903CCEC82,George Nooks,Your Love (Got a Hold of Me) instrumental,1,5,0,0
SODICFT12AB01836D3,TRAUHQT128F932AF4F,Jim Kweskin,Kaloobafak [I'm Confessin' (That I Love You)] (LP Version),0,0,0,0
SOLRXEG12A8C13D5E7,TRAUHRT128F4283B17,Justin,Wo You Jin Ri,2,0,0,0
SOHWNYG12A81C208D4,TRAUHVP128F933657C,Atman,All Is One,3,1,0,0
SOQSPFC12AB018C494,TRAUHXR12903CBDFE4,The Pineapple Thief,Run A Mile,5,1,0,1
SOSJWQO12AC9070E86,TRAUHZI12903CF91BE,Carl Davis,Cranford: Deborah's Vigil,0,0,0,0
SOQVVDQ12AB018300C,TRAUIBK128F9345A79,Diesel Boy,Dragonfly,1,5,0,0
SOUMTXR12AB017BAB4,TRAUIGU128F92EA6DA,S.U.P,4tx.31b,1,5,0,0
SOFJQSW12A58A7DD3B,TRAUIHC128F427EEF9,Daniel Johnston,Oh No,2,0,0,1
SOCHHXJ12A6D4F8E9B,TRAUIMO128F147C31C,Sophie B. Hawkins,32 Lines (Album Version),5,5,0,0
SOCPWFB12A6D4FA899,TRAUIMQ128F14932D0,Georges Parys,Levallois Monte Carlo,0,3,0,0
SOLMXIE12A8C1429A8,TRAUIOQ128F92EDC51,Circle Jerks,Question Authority,4,5,0,1
SOZIQEG12A8AE46F8E,TRAUISB128F423D3F0,Deville_ Willy,Loup Garou,2,0,0,0
SOZIQBP12A58A79F4E,TRAUIXE128F148437B,Dark Shadows,The Taking Of Angelique,4,0,0,0
SOVKHXD12A67020C86,TRAUIYH128E078DA2F,Jake Hess,So Many Reasons,2,0,0,0
SODWIDL12A6D4FA5F2,TRAUJEB128F4240FD4,Cal Tjader,Anyone Who Had A Heart,1,0,0,0
SOFOXRS12AB017BD2E,TRAUJEV128F92E3176,Fiona Sit,Xin Bu Liao Qing,2,0,0,0
SOOQPIK12A6701F1C5,TRAUJKJ128E078FA48,Jack Johnson,Fortunate Fool,5,1,0,1
SOIMRXV12A58A7F1B5,TRAUJLJ128E0784E7C,Fabolous,Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge),5,1,0,1
SOOBTKZ12A58A7B0B0,TRAUJMN128F421A8EC,Elvin Bishop,I'll Be Glad,2,0,0,0
SOKHMJO12AB01832DA,TRAUJOU128F9325DE7,Nick Cave & The Bad Seeds,Wings Off Flies (2009 Digital Remaster),2,1,0,0
SORYBLZ12AF72A4286,TRAUJPQ128F930D4C5,Showbread,Nothing Matters Anymore,2,0,0,0
SOYIXMY12AF72A0734,TRAUJTZ12903CF7BB4,Bruce Springsteen,Working On The Highway,5,2,0,1
SOXXZFP12A8AE47061,TRAUJVM128F422C5A2,Showbread,The Pig,5,2,0,0
SOUEILW12AF72A5701,TRAUJVS128F93324DA,The Gathering,Gaya's Dream,2,2,0,0
SOUBGQW12A6D4F8CE5,TRAUKGN128F1499A8D,Timbalada,Maracaia,1,5,0,0
SOYQWAD12A8C139316,TRAUKIZ128F4271C85,B.A.D.,Chu Hsin,4,1,0,0
SOZQFDN12A6D4F8D09,TRAUKJG128F147DAFE,Arne Weise,Sommarens sista mås,0,3,0,0
SOVSJKJ12AB0183DB7,TRAUKJZ128F9335412,Jay Pérez,Ya Basta,1,5,0,0
SONIRES12AB01872D2,TRAUKKW12903CA89E7,Marty Robbins,DEU470956112,1,5,0,0
SOUYPSW12A8C138902,TRAUKLO128F4256A09,Hank Penny,Wang Wang Blues,2,0,0,1
SOJYIEV12A8C130AAB,TRAUKLS128F4261B3C,Mario Rosenstock,Radio Jay,0,3,0,0
SOHJNUH12AB01891DE,TRAUKNJ128F933A413,Johnny Nash,There Are More Questions Than Answers,1,5,0,0
SOUOWYN12A8C13501F,TRAUKPE128F425ED86,Jason Miles,Suba,4,1,0,0
SOIPFOS12AB0183721,TRAUKQC12903CA9374,Bimbo,Lebaran,4,2,0,0
SOMWYQW12AB018373C,TRAUKQD128F932C66D,Samba Mapangala and Orchestra Virunga,Siri,0,3,0,0
SOISNKR12A8C139DFA,TRAUKQW128F426D339,Catherine King/Matthew Schwinghammer/The American Boychoir,Trois Noëls québècois (trad): Gabriel,0,0,0,0
SOXMDLV12A6701E69E,TRAUKRO128F92FCFC9,Falling Into Place,Cell (Album),5,2,0,1
SOWJQRR12A6D4F725C,TRAUKYS128F14636CB,Wet Wet Wet,Love Is All Around,2,0,0,0
SOGKSAD12AF72A35AA,TRAULAE128F92FD865,Chris Standring,Through the Looking Glass (jazz),2,0,0,0
SOKCPLP12A6D4FB42E,TRAULBZ128F4222E7F,Bob Newhart,General Chariot Corp. (LP Version),0,0,0,0
SOVXVKR12AB017F9C6,TRAULEG128F92F035B,Finntroll,Ormhäxan,4,1,0,1
SOCCQJE12AB018722F,TRAULGT12903D10B94,BB King,She Don't Move Me No More,5,1,0,0
SOYULPJ12A67021002,TRAULJB128E0786AC7,Beautiful Creatures,Wish (Album Version),1,0,0,0
SOVRDND12A8C13AE30,TRAULJK128F4294B58,Kent,Markus sång,2,2,0,1
SOTYJVR12AC468B3BD,TRAULOO12903CF47B6,Moonspell,Alma Mater,5,2,0,0
SOLDLXG12AB0185707,TRAULTS128F931290B,Nightwish,Beauty And The Beast,2,2,0,0
SOMTRKO12A8C134D55,TRAULZG128F425E06C,Black Flag,Police Story,1,2,0,1
SONCMDH12A58A7C500,TRAULZV12903CF968F,Joe Lynn Turner,Knock Knock,4,1,0,0
SOEEQKB12A8C143340,TRAULZX128F92F5464,The Fureys,The Lonesome Boatman,1,0,0,0
SOWRKPT12AC468E5D5,TRAUMBG12903CF0D68,Walter Hawkins,Never Alone,3,4,0,0
SOVAKME12AB01892EE,TRAUMEN128F9355DCC,Wamdue Project,Washes Over Me,3,1,0,0
SORVNPU12A8C134C36,TRAUMHL128F930CFCB,Planxty,Junior Crehan's Favourite - Corney Is Coming,1,1,0,1
SOHJIWJ12AB0184EF9,TRAUMIT128F424DA18,Weezer,Dope Nose,5,2,0,1
SOKTSYD12A8C13CB8F,TRAUMIX12903CE640C,RUN-DMC,Bob Your Head,5,1,0,1
SOZEGIU12AB01895A8,TRAUMMP12903C9D5C4,Eddy Raven,Love Lifted Me,2,0,0,0
SOUFPAB12A8C1382E0,TRAUMNH128F92FB67F,The Jeff Healey Band,It Could All Get Blown Away,1,5,0,1
SOQWNGK12AB01897E2,TRAUMPU12903CBD2E2,Anthony Cruz,Make it up,4,1,0,0
SOGBVJQ12AB01834A1,TRAUMRB128F93377DB,Jacques Douai,Le Roi A Fait Battre Tambour,0,3,0,0
SOHRNFL12A6D4F9978,TRAUMRG128F1483D2F,Sammi Cheng,Luo Cuo Che,2,5,0,0
SOUFDQA12AB0189758,TRAUMVE12903CE05FE,Thomas Battenstein,Jag Vet En Dejlig Rosa,0,3,0,0
SOACDZP12AB0188A3C,TRAUMZG128F934462A,Hector,Hannikaisen baari,1,5,0,1
SOKUUOE12A6D4F80EB,TRAUNEL128F1467D5C,Devo,Sloppy (I Saw My Baby Gettin'),5,1,0,1
SONNXKA12AB018A294,TRAUNGN12903CE12A6,Geiom Feat. Marita,Reminissin',1,1,0,1
SOVCPCV12AAFF41B75,TRAUNIH128F92F6365,Pep Laguarda & Tapineria,Caseta del Plater,0,3,0,0
SOAVTUX12AB0181896,TRAUNMO128F92F4C25,Rod Bernard,Cajun Honey (Cajun Lovin' Style),4,1,0,0
SOTSHSR12AB01899B6,TRAUNND12903CD03BC,Eyes Set to Kill,Play The Part,5,2,0,1
SOHMIMK12AB018A437,TRAUNNH12903CB038C,Keep Of Kalessin,Many Are We,2,2,0,1
SOXFDJD12AB018580A,TRAUNOS12903CB782D,Ann Lee,2 People,2,0,0,0
SOZQJKU12A8C13A0C1,TRAUNPM12903CB7CCC,Jefferson Starship,Fading Lady Light,2,0,0,0
SOFKPLB12AC95F0493,TRAUNWX12903D01764,The Irish Tenors,The Croppy Boy,2,0,0,0
SODYJJO12A58A7C861,TRAUOAA128F4245ECF,Mississippi Mass Choir,It's Good To Know Jesus,2,0,0,1
SOGIUHH12A8C138CE0,TRAUOBO128F4280122,Lonnie Johnson,South Bound Water,1,0,0,0
SOANWEY12A58A7B504,TRAUODU128F9307467,DAVE MATTHEWS BAND,Tripping Billies,5,2,0,0
SOSELMV12A6D4FCF5A,TRAUOEY128F421CBD3,Amy Winehouse,Valerie,5,2,0,1
SOEKVHT12AB018D3D0,TRAUOEZ12903CAC030,Glad,O For a Thousand Tongues,2,0,0,0
SOKZIXZ12AAF3B2CEC,TRAUOLH128F92FA158,The Antripodean Collective,The Very Conscious,3,4,0,0
SOLJQBW12A6702187B,TRAUONA128F4255A38,Gorillaz,November Has Come,5,1,0,1
SORXZTW12AB0183775,TRAUOPA128F93537F2,Martin Sexton,Things You Do To Me,4,0,0,0
SODOSRS12A8C144552,TRAUOPC128F92F5EDE,Pat Travers,It Ain't What It Seems,1,5,0,0
SOWEUOO12A6D4F6D0C,TRAUOPE128EF367610,Linkin Park,Given Up (Album Version),5,2,0,1
SOPVANN12AB0186E36,TRAUOPR128F933634F,The In Crowd,Back A Yard,2,0,0,0
SOWXZFY12A8C13807F,TRAUORF128F424D160,Magic Systeme,1er Gaou,0,3,0,0
SONPYGH12A6701F6CF,TRAUOUZ128E078F8BB,Eazy-E,I'mma Break It Down,5,1,0,0
SOUKMIK12A6D4F671E,TRAUOXB128F146573B,Bryan Ferry,Ja Nun Hons Pris,4,2,0,1
SOZXLAE12AB018AB74,TRAUPAX12903CBB54D,Jean Lumière,Je suis le passeur du printemps,4,1,0,0
SORXPDE12A81C215EC,TRAUPBI128F4231325,Scott Ainslie,Chumpman Blues,1,5,0,0
SOREOJO12AF72A6BB7,TRAUPEE128F425943A,The Shangri-Las,Bull Dog,2,2,0,0
SOHYFHW12AB01849D8,TRAUPNY12903C9DE65,Tyree,My M.B. Thang,4,4,0,0
SOXJASM12A8C13BB05,TRAUPSV128F427B621,Cabas,Como Nuestro Amor No Hay Dos,1,2,0,1
SOIILNW12AB017DBD6,TRAUPTJ128F92DFDF8,Flink,Russian Doll,4,0,0,0
SOBUDGS12AB0184923,TRAUPVF128F92F8C39,The John Buzon Trio,I Can't Believe That You're In Love With Me (Digitally Remastered 95),0,1,0,0
SOLDPPH12A6D4F7F89,TRAUPWA128F147F2CF,Heaven 17,Come Live With Me (12'' Extended Version) (2006 Digital Remaster),2,0,0,0
SOLKVUE12AB018352E,TRAUPWS128F9338163,Robert Lockwood_ Jr.,Big Legged Woman,2,0,0,0
SOMZVHH12AB017D9B3,TRAUPYX128F930B426,Sivuca,Forró Praieiro,1,1,0,0
SOZCOFD12AB0189AC5,TRAUQAM128F9340CFE,Charlie Walker,Pick Me Up On Your Way Down - Original,2,0,0,0
SOIIEVJ12AB018564E,TRAUQAP12903CB60EA,Der Plan,Schauet Her!,1,1,0,0
SOHWHCE12A8C133385,TRAUQFT128F4270904,The Statler Brothers,Shenandoah,4,1,0,1
SOVGUDZ12AB017E644,TRAUQJR128F92E5B5F,Eko Fresh feat. Ado,Ich bleib so wie ich bin,2,2,0,0
SOUAFUV12AB018A8FC,TRAUQKE12903CBD5B5,Peloton,Beloki,0,3,0,0
SOZKPDV12A8C136A4E,TRAUQLK128F4275BE3,Wilks,Brightess night,0,3,0,0
SOLWFYL12A8AE47B48,TRAUQOF128F423CD1F,Paul Buckmaster,Dunn's Revenge,0,0,0,0
SOBBSDX12AAF3B33A9,TRAUQUO128F92F8340,Evolution,My Own Way,2,0,0,0
SOKFHLV12AB0187A2F,TRAURBZ12903CBD56C,Lonestar,Y.O.U. (Album Version),5,2,0,0
SOKQQDO12A8C13471A,TRAURDA128F423CD13,Paul Buckmaster,The Interrogation,4,0,0,0
SOBMAHU12AB017FA30,TRAUREN128F931F5AB,Faron Young,It's Four In The Morning,2,0,0,0
SOOYPCQ12A6D4FC50A,TRAURFD12903CBA5DD,The Jordanaires & Orion,Joy to the World,0,0,0,0
SOSSDRI12A8C13B97E,TRAURGF128F427E9B5,Sandra Mihanovich,Cuatro Estrofas,4,1,0,0
SOSYGHA12AB0186AEC,TRAURHK12903CA60F8,Charlotte Gainsbourg,Le Chat du Café des Artistes,1,5,0,1
SOMSGDK12A8C14032F,TRAURJF128F428B618,The Prefects,Background Music: The Greatest Ever Punk Sing-Along! (Live),0,0,0,0
SOADJAQ12A8C13F520,TRAURLY128F4274DBB,Paul Avgerinos,Song Without End,4,1,0,0
SOZVZWP12A58A7BAD1,TRAURQM128F423C581,Seal,Show Me (Acoustic Version),1,5,0,1
SOPTTLQ12A58A7B12B,TRAURRO128F1489B2C,Pennywise,6TH Avenue Nightmare,5,1,0,0
SOLVZZO12A8C130E19,TRAURRP128F4261B94,Dixie Chicks,Give It Up Or Let Me Go,5,2,0,1
SOKTKHO12A58A7CDA5,TRAURSF12903CBFCBA,Slum Village,Climax (Instrumental Mix),4,2,0,0
SOJFVGM12A8C13E2B2,TRAURXW128F428B9EC,Bomb Squad,BOMB SQUAD,4,0,0,0
SOIZLKI12A6D4F7B61,TRAURYF128F147805D,Muse,Supermassive Black Hole (Album Version),5,2,0,1
SOGEWLT12AB018A185,TRAUSAA12903CBBB7A,Frank Chacksfield,Theme From the Victors,0,0,0,0
SOMQKIK12AB01824F5,TRAUSBV128F9344D08,Alceu Valença,Na Primeira Manhã,2,0,0,0
SOBEXVO12AB0180C53,TRAUSFP128F42A6BEE,Cam'Ron,O.T. (Skit),4,0,-1,0
SOCZUUF12A58A7BE8C,TRAUSHD128E0795347,Bon Jovi,Wildflower,5,2,0,1
SOWMHFS12AB017F85E,TRAUSKE128F930FB12,KMD,Change Your Mind,2,0,0,0
SOITIZR12A8C13BA50,TRAUSMF12903CE71E5,Blind Lemon Jefferson,Wartime Blues,4,5,0,0
SOAGEUK12A8C137581,TRAUSOM128F9337BC3,Nana Mouskouri,Only You,1,5,0,0
SOQUAKN12A8AE486C2,TRAUSQP128F4230490,Fruko Y Sus Tesos,La Fruta Bomba,2,0,0,0
SOIMAKW12AB01887BF,TRAUSVR12903CD57A5,The Merry Macs,Dolores,0,0,0,0
SOVLRKB12AC4687C3B,TRAUSYQ12903CE5242,Time Zone,World Destruction (2005 Digital Remaster),2,0,0,0
SOTLKVX12A8C13BE9F,TRAUTAI128F4275F53,Bobby Pulido,Alma De Metal,1,5,0,0
SOWKNZT12AC4688FC9,TRAUTBP12903D0BD6B,Eddie,Beautiful Lies,1,1,0,0
SONWSOW12A8C13BC80,TRAUTCA128F429B624,Rickie Lee Jones,Danny's All-Star Joint (LP Version),4,1,0,1
SOGUUTM12A58A7AAD9,TRAUTJD128F14890F5,Stefon Harris,From the Gardner Meditations: African Tarantella,3,4,0,0
SOLRVTS12A8C139D5B,TRAUTJP128F4291366,Ramón Vargas;Vesselina Kasarova;Vladimir Jurowski,Werther - Lyric Drama in four Acts/Act III/Toute mon âme est là,0,4,0,0
SOBDGEJ12A8C13F71A,TRAUTKA128F428060B,Rauni Pekkala,Miesten tähden,0,3,0,0
SOKLDSG12AB0188032,TRAUTNT128F933CB62,Alex Gopher,Song For Paul,4,1,0,0
SOBZUIG12A8AE48C94,TRAUTOL128F42418E2,Twista,Girl Tonite (featuring Trey Songz)  (Explicit Chopped & Screwed Version),5,2,0,0
SOGRXZY12A8C139043,TRAUTPD128F92F1376,Simply Red,Thrill Me,5,2,0,1
SOFCFGG12A6D4FB5F8,TRAUTSN128F14ADD4A,Telecast,Covered (The Beauty Of Simplicity Album Version),2,0,0,0
SOASNQV12A8AE48819,TRAUTTP128F425BDEB,The Prodigy,Charly (Trip Into Drum And Bass Version) (Remastered),5,0,0,1
SORKPES12A8C137BFA,TRAUTXO128F4263C8E,Loretta Lynn,I'd Rather Have Jesus,2,0,0,0
SOUDEWA12AB018532F,TRAUTXS128F932A629,The Chi Lites,Toby,1,1,0,0
SOYHZYO12A8C1391D8,TRAUUEG128F428F323,Bob Wills,Yearning Just For You,1,5,0,0
SOUJQJI12AB0183C80,TRAUUFZ128F933AB89,María Elena Walsh,Canción De Títeres,0,5,0,0
SOPWHEV12AB017DC10,TRAUUIF128F93232FE,God Lives Underwater,Don't Know How To Be,4,0,0,1
SOGUTKT12A8C1442E4,TRAUUQI128F92D8620,Bob Hope,Merry-Go-Runaround,4,0,0,0
SOAOFAT12AB018975D,TRAUUQJ12903CBB6B4,Don & Juan,Sincerely,2,1,0,0
SOOAUWY12A8C14301D,TRAUUQO128F4297426,Mack and Jamie,Althea Cooley,0,1,0,0
SOLXDDC12A6701FBFD,TRAUURC128E078EC6E,Eminem,I'm Back,5,2,0,1
SORWVEZ12A8C13C031,TRAUUYL128F9322F64,An Cafe,ONE WAY LOVE,2,0,0,0
SOCORMS12A67AE124F,TRAUUZF128EF347CD5,Eric Burdon,Devil's Daughter,4,1,0,1
SOYKZHI12A58A7BEE9,TRAUVAQ128F92DC677,Fake Problems,Tabernacle Song,2,0,0,1
SOHCGST12AB0185F64,TRAUVAR12903CBD9A4,Pyranja,Anfang Vom Ende,4,1,0,0
SOBQJCE12AB0183BB3,TRAUVGG128F9324DAC,Steve Green,Forgive Me (High Key-Premiere Performance Plus),2,0,0,0
SOTMRJU12AC9074F64,TRAUVGG12903CEF9CD,The Perrys,I'll Pray For You,2,0,0,0
SORNYFV12AF729F4A0,TRAUVGO128F14836DB,Héroes del Silencio,El Mar No Cesa (Live),1,5,0,1
SOEDFBN12AC9072EFE,TRAUVKK12903CF3E63,Anthony Watson,I'm Gonna Take My Time,0,3,0,0
SOYKMPM12AB0188163,TRAUVLK12903CA55FD,Jimmy Riley,Amaze,1,5,0,0
SOXQCMS12AB018591C,TRAUVMS128F933D938,Bruisers,2 Fists Full Of Nothing,4,1,0,0
SOCYLNE12A81C223ED,TRAUVNN128F423068C,John Travolta / Christopher Walken,"(You're) Timeless To Me (""Hairspray"")",4,1,0,1
SOCXULH12A8C13F551,TRAUVPX128F4274DCB,Paul Avgerinos,In My Heart,0,0,0,0
SOWPSXC12A6D4FB04D,TRAUVSF128F14A0B6F,ATB,Collides With Beauty,5,1,0,1
SOMPUMW12A8C13D654,TRAUVTO128F4297AA2,Selena,Cien Anos,5,2,0,0
SONRWFT12A6D4F983A,TRAUVUF128F148D1AA,The Misfits,Dig Up Her Bones,5,2,0,1
SOILVKO12A8AE486B1,TRAUVVR128F425A925,Eurythmics,A Little Of You,5,2,0,1
SOWIAKP12AC3DFA050,TRAUWCV12903CEE9C5,Small Faces,Spoken Word / Ogdens' Nut Gone Flake / Spoken Word,4,0,0,0
SOJDXQI12AF72A580E,TRAUWFN128F1462E09,Yellowcard,One Year_ Six Months,5,2,0,1
SOBLYYF12AB018924E,TRAUWGI12903CCB99A,Kira,Song For Stephin Merritt,1,5,0,0
SOSWNTH12AB017EA7C,TRAUWIE128F92F6064,Gabriel Grossi,Cai dentro,0,3,0,0
SOFLQOA12AB0182976,TRAUWIL128F9334C00,Jeanie Lambe & The Danny Moss Quartet,My Funny Valentine,0,3,0,0
SOEBTAK12AB018BEA5,TRAUWJA12903CDAEA1,Fabián,Mis calles de arena,1,5,0,0
SOOBFRV12AB0184739,TRAUWKJ128F932E096,Ray Lynch,Kathleen's Song / Ray Lynch,1,0,0,1
SOLFTTR12A6D4FDC9F,TRAUWQL128F424696E,Elvenking,Trows Kind,1,5,0,1
SOVCBOE12AB0183962,TRAUWRW128F9358C69,Jay-Z,Change Clothes,5,2,0,0
SOBZUCH12A8C13DCA0,TRAUWWP12903CC79CB,Keep Of Kalessin,Ascendant,4,1,0,1
SOKBIAI12AB0180E97,TRAUXCQ128F932C0D9,Frenchy,Smith & Wesson,4,0,0,0
SOOABJR12A58A779B0,TRAUXEL128F42683D5,Cadacross,Bring Out Your Dead,1,5,0,1
SOVZKIS12AF72A0A93,TRAUXEU12903CD3CD7,The New York Dolls,Vietnamese Baby,5,5,0,0
SOFHVPF12A8C134ED7,TRAUXNO128F42774A0,Alice In Chains,Angry Chair,5,1,0,0
SOGMYFZ12AC468ACED,TRAUXNU12903D11493,Berrogüetto,Nadal De Luintra,1,0,0,0
SOPAZGG12AC3DF6DC1,TRAUXPK12903CF951E,David Saylor,Que Ves Por Tu Ventana,0,3,0,0
SODHEVC12A58A81DA0,TRAUXPV128F4230C79,Martin Lawrence,Talking During Sex (LP Version),2,5,0,0
SOBMWTE12A8C13C2AF,TRAUXSK128F427C58D,Anti-Flag,The Modern Rome Burning,5,1,0,1
SOXLEKB12A8C1338EE,TRAUXSO128F42B863C,Silverchair,Spawn (Again),1,2,0,1
SOWOMMS12A8AE499EB,TRAUXYC128F42A86E8,NO-TONE ft.Inusa,Life is Love,4,1,0,1
SOWWYDN12AB01825F7,TRAUYKN128F933067A,Henri Pousseur,Prospection,0,0,0,0
SOMSPYS12A6D4FEDBB,TRAUYLE128F424C824,Marygold,Neglected,1,5,0,0
SOXPAGL12A8C13792D,TRAUYLT128F427538E,Dope Stars Inc.,Chase The Light,5,1,0,1
SOGRPFI12A8C1349A6,TRAUYNK128F425BDB9,Bobby Darin,Intro. & Hello Young Lovers (Live) (2000 Digital Remaster),4,5,0,0
SOSXAMA12A8C133298,TRAUYOD128F42647FE,The Vaughan Brothers,Good Texan,4,1,0,1
SOSAXES12AC3DF68E7,TRAUYRJ12903CE6C00,The Wiyos,Dontchaletmecatchya,1,5,0,0
SOEAASN12A58A7932D,TRAUYXI12903CC7355,Oh No,Soul of Ethiopia,2,0,0,1
SOAWYUA12A8C144D4D,TRAUYYW128F92E9E8F,Eddie and the Subtitles,Louie Louie,0,5,0,0
SOFZXTF12AB018D64B,TRAUYZG12903CDA4E9,Bon Jovi,This Ain't A Love Song,5,2,0,0
SOLSXXH12A8C143166,TRAUZAP128F92F281A,4 Skins,A.C.A.B. (Bumper Sessions),1,3,0,0
SONHNAC12A8C13A15A,TRAUZED128F4274561,Eddie Calvert,Tenderly,4,0,0,0
SORWVHN12A8C1459EA,TRAUZFR128F93381F4,Sivuca,Copacabana,1,0,0,0
SONMZBU12A58A7D2D3,TRAUZFY128F42BCE57,Jason Michael Carroll,No Good In Goodbye,5,2,0,1
SOONMKD12A81C2413A,TRAUZKB128F4287ED6,The Scare,NOT IN LOVE,2,2,0,0
SOTMGME12AB017F79B,TRAUZLI128E0791D51,Burt Bacharach,Are You There (With Another Girl),2,0,0,0
SOKGPRX12A8C138268,TRAUZLI128F427EA58,James Horner,The Stranger,2,0,0,0
SOKPBBP12A8AE49419,TRAUZOU128F4260C88,Mario Telles,Nanã,0,3,0,0
SONHEUO12AF72A4792,TRAUZTB128F422730F,The Chi-Lites,Intro,1,5,0,0
SONXKLQ12A8C141242,TRAUZTO128F92F1E6C,The Katies,Tappin' Out (LP Version),1,5,0,0
SOQUAIH12AB0181406,TRAUZTR128F9351D2A,Michael Jackson,I Wanna Be Where You Are,5,2,0,0
SOBDYCT12AB0183AF5,TRAUZVU12903CC050D,The Shangri-Las,Remember (Walkin' In the Sand),4,1,0,0
SOJGZUS12AB018591F,TRAVAAN128F9359AAE,The Wicklows,Dirty Ol' Town,0,5,0,0
SOHSKIN12AB01842A1,TRAVABY12903C9ECFB,DJ Godfather,Night on William Street,4,0,0,0
SOEIWHD12AB018D0A9,TRAVADZ12903CA4D29,Arkona,Epilogue,4,2,0,0
SOIOVEN12AB018606D,TRAVALM128F932906B,Coolio Da Unda Dogg,Do Or Die,0,3,0,0
SODXECL12A8C142265,TRAVALP128F92E38A1,Bally Sagoo,Hey Jamalo ((Def Mix)),4,4,0,0
SOXQZOE12A8C137367,TRAVANT128F92E3F71,Mariah Carey,Someday,5,2,0,0
SOGMPPO12AB0185916,TRAVASN128F9361074,Walter Trout,Earrings on the Table,4,1,0,0
SOHBIKA12AB01857DB,TRAVASY12903CBF39B,Big Rich featuring J. Stalin_ Aristotle,Imaginary Gangsters,4,1,0,0
SOOUEFP12A81C2272E,TRAVAUF128F93033E5,Abbott & Chambers,Never After,2,0,0,1
SOWWAKW12A8C13B507,TRAVAXK128F42A5166,Django Asül,Pränatalabhärtung,4,1,0,0
SOBYBZS12AB018774D,TRAVAXS128F932CB2A,Electrostatic,Today,4,1,0,0
SOJMQQX12AB0185046,TRAVBAH128F9305DFC,Helmet,Give It,5,2,0,0
SOCALOE12A8C134F6A,TRAVBAS128F424A0BD,Quinteto Violado,Vem_ Vem,4,0,0,0
SOTVTCG12AB018ABEB,TRAVBCR128F933AE8E,Dax Riggs,Radiation Blues,4,1,0,1
SOECFGK12A8C13A8AE,TRAVBGH128F4276CDB,Edmond Leung,Ai Hen Jian Dan,2,0,0,0
SOSZAQZ12A8C139FD8,TRAVBGI128F425F366,Heaven 17,(We Don't Need This) Fascist Groove Thang (Rapino Club Mix),4,1,0,0
SOOJZFE12A8C136655,TRAVBGZ128F42541D2,Mr Lab!,Would You Like,4,1,0,0
SORNZLS12AB018E4AB,TRAVBLC12903CD66A5,George Lopez,Vibrators,4,2,0,0
SOYIZXR12A8AE4633F,TRAVBMS128F423EA54,Gertrudis,Quitxalla,2,0,0,0
SOAKDLX12A67ADAFC5,TRAVBSQ128EF344B3C,Charles Aznavour,Tant Que L'on S'aimera,4,0,0,0
SOESSSK12A8C1454D4,TRAVBWV128F92D964D,Gran Coquivacoa,Tamborera No. 6,4,1,0,0
SOYUUDD12A6D4FB7B4,TRAVBZD128F4244549,Alice Stuart,Bad Girl,4,1,0,0
SOQAJLA12AB018251A,TRAVCBH128F9315585,Rainer Bielfeldt,Das große Segel,0,3,0,0
